ao_locus_tag,kegg_gene_id,uniprot_accession,ncbi_gene_id,gene_name,function,compartment_raw
AO090003000968,aor:AO090003000968,Q2UK36,5992064,,"DNA, SC003",
AO090003000967,aor:AO090003000967,Q2UK37,5992063,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003000961,aor:AO090003000961,Q2UK41,5992059,,"DNA, SC003",
AO090003000957,aor:AO090003000957,Q2UK45,5992055,,"DNA, SC003",
AO090003000952,aor:AO090003000952,Q2UK49,35119536,,"DNA, SC003",
AO090003000951,aor:AO090003000951,Q2UK50,5992051,,"DNA, SC003",
AO090003000950,aor:AO090003000950,Q2UK51,5992049,,"DNA, SC003",
AO090003000949,aor:AO090003000949,Q2UK52,5992048,,"DNA, SC003",
AO090003000946,aor:AO090003000946,Q2UK55,5992045,,"DNA, SC003",
AO090003000945,aor:AO090003000945,Q2UK56,5992044,,"DNA, SC003",
AO090003000944,aor:AO090003000944,Q2UK57,5992043,,"DNA, SC003",
AO090003000942,aor:AO090003000942,Q2UK59,5992041,,"DNA, SC003",
AO090003000940,aor:AO090003000940,Q2UK61,5992039,,"L-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.2)",
AO090003000937,aor:AO090003000937,Q2UK64,5992036,,"DNA, SC003","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000256|ARBA:ARBA00004604}."
AO090003000936,aor:AO090003000936,Q2UK65,5992035,,"DNA, SC003","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000256|ARBA:ARBA00004604}."
AO090003000935,aor:AO090003000935,Q2UK66,5992034,,"DNA, SC003",
AO090003000933,aor:AO090003000933,Q2UK67,10098374,,"DNA, SC003",
AO090003000932,aor:AO090003000932,Q2UK68,5992032,,"DNA, SC003",
AO090003000929,aor:AO090003000929,Q2UK70,5992030,,"DNA, SC003",
AO090003000928,aor:AO090003000928,Q2UK71,5992029,,"DNA, SC003",
AO090003000925,aor:AO090003000925,Q2UK74,5992026,,"DNA, SC003",SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|ARBA:ARBA00004173}.
AO090003000924,aor:AO090003000924,Q2UK75,5992025,,"DNA, SC003","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000256|ARBA:ARBA00004604}."
AO090003000920,aor:AO090003000920,Q2UK79,5992021,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000919,aor:AO090003000919,Q2UK80,5992020,,"DNA, SC003",
AO090003000918,aor:AO090003000918,Q2UK81,5992019,,"DNA, SC003",
AO090003000916,aor:AO090003000916,Q2UK83,5992017,,"DNA, SC003",
AO090003000912,aor:AO090003000912,Q2UK86,5992014,,"DNA, SC003",
AO090003000911,aor:AO090003000911,Q2UK87,5992013,,"DNA, SC003",
AO090003000910,aor:AO090003000910,Q2UK88,10098504,,"DNA, SC003",
AO090003000909,aor:AO090003000909,Q2UK89,5992011,,"DNA, SC003",
AO090003000908,aor:AO090003000908,Q2UK90,5992010,,"DNA, SC003",
AO090003000907,aor:AO090003000907,Q2UK91,5992009,,"DNA, SC003",
AO090003000906,aor:AO090003000906,Q2UK92,5992008,,"DNA, SC003",
AO090003000902,aor:AO090003000902,Q2UK96,5992004,,"DNA, SC003",
AO090003000901,aor:AO090003000901,Q2UK97,5992003,,"DNA, SC003",
AO090003000900,aor:AO090003000900,Q2UK98,5992002,,"DNA, SC003",
AO090003000898,aor:AO090003000898,Q2UK99,5992001,,"DNA, SC003",
AO090003000897,aor:AO090003000897,Q2UKA0,5992000,,"DNA, SC003",
AO090003000896,aor:AO090003000896,Q2UKA1,5991999,,"DNA, SC003",
AO090003000895,aor:AO090003000895,Q2UKA2,5991998,,Ribosomal protein L15,
AO090003000893,aor:AO090003000893,Q2UKA4,5991996,,"DNA, SC003",
AO090003000892,aor:AO090003000892,Q2UKA5,5991995,,"DNA, SC003",
AO090003000890,aor:AO090003000890,Q2UKA6,35119535,,"DNA, SC003",
AO090003000888,aor:AO090003000888,Q2UKA7,5991993,,"DNA, SC003",
AO090003000887,aor:AO090003000887,Q2UKA8,5991992,,"DNA, SC003","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000256|ARBA:ARBA00004604}."
AO090003000886,aor:AO090003000886,Q2UKA9,5991991,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.
AO090003000884,aor:AO090003000884,Q2UKB1,5991989,,"DNA, SC003",
AO090003000883,aor:AO090003000883,Q2UKB2,5991988,,"DNA, SC003",
AO090003000880,aor:AO090003000880,Q2UKB3,5991987,,"DNA, SC003",
AO090003000878,aor:AO090003000878,Q2UKB5,5991985,,"DNA, SC003",
AO090003000876,aor:AO090003000876,Q2UKB6,5991984,,"DNA, SC003",
AO090003000874,aor:AO090003000874,Q2UKB7,5991983,,"DNA, SC003",
AO090003000872,aor:AO090003000872,Q2UKB9,5991981,,60S ribosomal protein L20,
AO090003000871,aor:AO090003000871,Q2UKC0,,,"DNA, SC003",
AO090003000870,aor:AO090003000870,Q2UKC1,10100258,,"DNA, SC003",
AO090003000868,aor:AO090003000868,Q2UKC3,5991977,,"DNA, SC003",
AO090003000866,aor:AO090003000866,Q2UKC5,10099409,,"DNA, SC003",
AO090003000863,aor:AO090003000863,Q2UKC7,5991973,,"DNA, SC003",
AO090003000861,aor:AO090003000861,Q2UKC8,,,"DNA, SC003",
AO090003000860,aor:AO090003000860,Q2UKC9,5991971,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003000854,aor:AO090003000854,Q2UKD4,5991966,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000853,aor:AO090003000853,Q2UKD5,5991965,,"DNA, SC003",SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004389}.
AO090003000852,aor:AO090003000852,Q2UKD6,5991964,,"DNA, SC003",
AO090003000851,aor:AO090003000851,Q2UKD7,5991963,,"DNA, SC003",
AO090003000849,aor:AO090003000849,Q2UKD8,5991962,,Carboxylic ester hydrolase (EC 3.1.1.-),
AO090003000847,aor:AO090003000847,Q2UKD9,5991961,,"DNA, SC003",
AO090003000845,aor:AO090003000845,Q2UKE1,5991959,,"DNA, SC003",
AO090003000843,aor:AO090003000843,Q2UKE3,5991957,,"DNA, SC003",
AO090003000840,aor:AO090003000840,Q2UKE5,5991955,,"DNA, SC003",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.
AO090003000838,aor:AO090003000838,Q2UKE7,5991953,,"DNA, SC003",
AO090003000836,aor:AO090003000836,Q2UKE8,5991952,,"DNA, SC003",
AO090003000835,aor:AO090003000835,Q2UKE9,5991951,,"DNA, SC003",
AO090003000833,aor:AO090003000833,Q2UKF1,5991949,,"DNA, SC003",
AO090003000832,aor:AO090003000832,Q2UKF2,,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000830,aor:AO090003000830,Q2UKF4,5991946,,"DNA, SC003",
AO090003000826,aor:AO090003000826,Q2UKF7,5991943,,"DNA, SC003",
AO090003000824,aor:AO090003000824,Q2UKF9,5991941,,"DNA, SC003",
AO090003000823,aor:AO090003000823,Q2UKG0,5991940,,"DNA, SC003",
AO090003000822,aor:AO090003000822,Q2UKG1,5991939,,"DNA, SC003",
AO090003000821,aor:AO090003000821,Q2UKG2,5991938,,"DNA, SC003",
AO090003000820,aor:AO090003000820,Q2UKG3,5991936,,"DNA, SC003",
AO090003000819,aor:AO090003000819,Q2UKG4,,,"DNA, SC003",
AO090003000818,aor:AO090003000818,Q2UKG5,5991935,,"DNA, SC003",
AO090003000815,aor:AO090003000815,Q2UKG7,5991933,,"DNA, SC003",
AO090003000814,aor:AO090003000814,Q2UKG8,5991932,,"DNA, SC003",
AO090003000813,aor:AO090003000813,Q2UKG9,5991931,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000811,aor:AO090003000811,Q2UKH0,5991930,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003000810,aor:AO090003000810,Q2UKH1,5991929,,"DNA, SC003",
AO090003000809,aor:AO090003000809,Q2UKH2,5991928,,"DNA, SC003",
AO090003000798,aor:AO090003000798,Q2UKI1,5991919,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000795,aor:AO090003000795,Q2UKI2,5991918,,"DNA, SC003",
AO090003000794,aor:AO090003000794,Q2UKI3,10098775,,"DNA, SC003",
AO090003000793,aor:AO090003000793,Q2UKI4,5991916,,"DNA, SC003",
AO090003000791,aor:AO090003000791,Q2UKI6,5991914,,"DNA, SC003",
AO090003000790,aor:AO090003000790,Q2UKI7,5991913,,"DNA, SC003",
AO090003000788,aor:AO090003000788,Q2UKI9,5991911,,"DNA, SC003",
AO090003000787,aor:AO090003000787,Q2UKJ0,5991910,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000786,aor:AO090003000786,Q2UKJ1,35119532,,"DNA, SC003",
AO090003000785,aor:AO090003000785,Q2UKJ2,5991909,,"DNA, SC003",
AO090003000782,aor:AO090003000782,Q2UKJ3,5991907,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000781,aor:AO090003000781,Q2UKJ4,5991906,,"DNA, SC003",
AO090003000780,aor:AO090003000780,Q2UKJ5,10100163,,"DNA, SC003",
AO090003000779,aor:AO090003000779,Q2UKJ6,5991904,,"DNA, SC003",
AO090003000778,aor:AO090003000778,Q2UKJ7,5991903,,"DNA, SC003",
AO090003000777,aor:AO090003000777,Q2UKJ8,5991902,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000775,aor:AO090003000775,Q2UKK0,5991900,,"DNA, SC003",
AO090003000774,aor:AO090003000774,Q2UKK1,5991899,,"DNA, SC003",
AO090003000773,aor:AO090003000773,Q2UKK2,5991898,,"DNA, SC003",
AO090003000771,aor:AO090003000771,Q2UKK4,5991896,,Dynactin subunit 5,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}."
AO090003000770,aor:AO090003000770,Q2UKK5,,,"DNA, SC003",
AO090003000768,aor:AO090003000768,Q2UKK7,5991893,,"DNA, SC003",
AO090003000766,aor:AO090003000766,Q2UKK8,5991892,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003000765,aor:AO090003000765,Q2UKK9,5991891,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003000764,aor:AO090003000764,Q2UKL0,5991890,,"DNA, SC003",
AO090003000763,aor:AO090003000763,Q2UKL1,5991889,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000762,aor:AO090003000762,Q2UKL2,5991888,,"DNA, SC003",
AO090003000761,aor:AO090003000761,Q2UKL3,5991887,,"DNA, SC003",
AO090003000760,aor:AO090003000760,Q2UKL4,5991886,,"DNA, SC003",
AO090003000759,aor:AO090003000759,Q2UKL5,5991885,,"DNA, SC003",
AO090003000757,aor:AO090003000757,Q2UKL7,5991883,,"DNA, SC003",
AO090003000755,aor:AO090003000755,Q2UKL9,5991881,,"DNA, SC003",
AO090003000753,aor:AO090003000753,Q2UKM1,5991879,,"DNA, SC003",
AO090003000752,aor:AO090003000752,Q2UKM2,5991878,,"DNA, SC003",
AO090003000748,aor:AO090003000748,Q2UKM6,5991874,,"DNA, SC003",
AO090003000747,aor:AO090003000747,Q2UKM7,5991873,,"DNA, SC003",
AO090003000743,aor:AO090003000743,Q2UKM9,5991871,,"DNA, SC003",
AO090003000742,aor:AO090003000742,Q2UKN0,5991870,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000741,aor:AO090003000741,Q2UKN1,5991869,,"DNA, SC003",
AO090003000739,aor:AO090003000739,Q2UKN2,5991868,,"DNA, SC003",
AO090003000737,aor:AO090003000737,Q2UKN4,5991866,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000735,aor:AO090003000735,Q2UKN5,5991865,,"DNA, SC003",
AO090003000734,aor:AO090003000734,Q2UKN6,5991864,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000733,aor:AO090003000733,Q2UKN7,5991863,,"DNA, SC003",
AO090003000731,aor:AO090003000731,Q2UKN9,5991861,,"DNA, SC003",
AO090003000730,aor:AO090003000730,Q2UKP0,5991860,,"DNA, SC003",
AO090003000727,aor:AO090003000727,Q2UKP3,5991857,,"DNA, SC003",
AO090003000726,aor:AO090003000726,Q2UKP4,5991856,,"DNA, SC003",
AO090003000724,aor:AO090003000724,Q2UKP6,5991854,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000723,aor:AO090003000723,Q2UKP7,5991853,,"DNA, SC003",
AO090003000722,aor:AO090003000722,Q2UKP8,5991852,,"DNA, SC003",
AO090003000720,aor:AO090003000720,Q2UKQ0,5991850,,"DNA, SC003",
AO090003000717,aor:AO090003000717,Q2UKQ3,5991847,,"DNA, SC003",
AO090003000716,aor:AO090003000716,Q2UKQ4,5991846,,"DNA, SC003",
AO090003000715,aor:AO090003000715,Q2UKQ5,5991845,,"DNA, SC003",
AO090003000714,aor:AO090003000714,Q2UKQ6,5991844,,"DNA, SC003",
AO090003000713,aor:AO090003000713,Q2UKQ7,5991843,,"DNA, SC003",
AO090003000712,aor:AO090003000712,Q2UKQ8,5991842,,"DNA, SC003",
AO090003000711,aor:AO090003000711,Q2UKQ9,5991841,,"DNA, SC003",
AO090003000710,aor:AO090003000710,Q2UKR0,5991840,,"DNA, SC003",
AO090003000709,aor:AO090003000709,Q2UKR1,5991839,,"DNA, SC003",
AO090003000706,aor:AO090003000706,Q2UKR3,5991837,,"DNA, SC003",
AO090003000705,aor:AO090003000705,Q2UKR4,5991836,,"DNA, SC003",
AO090003000704,aor:AO090003000704,Q2UKR5,5991835,,"DNA, SC003",
AO090003000703,aor:AO090003000703,Q2UKR6,5991834,,"DNA, SC003",
AO090003000702,aor:AO090003000702,Q2UKR7,5991833,,"DNA, SC003",
AO090003000701,aor:AO090003000701,Q2UKR8,5991832,,"DNA, SC003",
AO090003000699,aor:AO090003000699,Q2UKR9,5991831,,"DNA, SC003",
AO090003000696,aor:AO090003000696,Q2UKS2,5991828,,"DNA, SC003",
AO090003000694,aor:AO090003000694,Q2UKS4,10098410,,"DNA, SC003",
AO090003000691,aor:AO090003000691,Q2UKS7,5991823,,"DNA, SC003",
AO090003000690,aor:AO090003000690,Q2UKS8,5991822,,Large ribosomal subunit protein mL49,SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|ARBA:ARBA00004173}.
AO090003000686,aor:AO090003000686,Q2UKT2,5991818,,"DNA, SC003",
AO090003000681,aor:AO090003000681,Q2UKT6,5991814,,"DNA, SC003",
AO090003000678,aor:AO090003000678,Q2UKT9,,,"DNA, SC003",
AO090003000676,aor:AO090003000676,Q2UKU1,5991809,,"DNA, SC003",
AO090003000674,aor:AO090003000674,Q2UKU3,5991807,,"DNA, SC003",
AO090003000673,aor:AO090003000673,Q2UKU4,5991806,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003000672,aor:AO090003000672,Q2UKU5,5991805,,"DNA, SC003",
AO090003000669,aor:AO090003000669,Q2UKU6,5991804,,"DNA, SC003",
AO090003000667,aor:AO090003000667,Q2UKU8,5991802,,"DNA, SC003",
AO090003000666,aor:AO090003000666,Q2UKU9,5991801,,"DNA, SC003",
AO090003000664,aor:AO090003000664,Q2UKV1,5991799,,"DNA, SC003",
AO090003000660,aor:AO090003000660,Q2UKV5,5991795,,"DNA, SC003",
AO090003000654,aor:AO090003000654,Q2UKV9,5991791,,"DNA, SC003",
AO090003000652,aor:AO090003000652,Q2UKW1,5991789,,"DNA, SC003",
AO090003000651,aor:AO090003000651,Q2UKW2,,,"DNA, SC003",
AO090003000648,aor:AO090003000648,Q2UKW3,,,"DNA, SC003",
AO090003000645,aor:AO090003000645,Q2UKW4,5991786,,"DNA, SC003",
AO090003000644,aor:AO090003000644,Q2UKW5,,,"DNA, SC003",
AO090003000643,aor:AO090003000643,Q2UKW6,5991784,,"DNA, SC003",
AO090003000641,aor:AO090003000641,Q2UKW7,35119531,,"DNA, SC003",
AO090003000640,aor:AO090003000640,Q2UKW8,5991783,,"DNA, SC003",
AO090003000638,aor:AO090003000638,Q2UKW9,5991781,,"DNA, SC003",
AO090003000637,aor:AO090003000637,Q2UKX0,5991780,,"DNA, SC003",
AO090003000636,aor:AO090003000636,Q2UKX1,,,"DNA, SC003",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.
AO090003000635,aor:AO090003000635,Q2UKX2,5991778,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003000631,aor:AO090003000631,Q2UKX6,5991774,,"DNA, SC003",
AO090003000628,aor:AO090003000628,Q2UKX9,5991771,,"DNA, SC003",
AO090003000627,aor:AO090003000627,Q2UKY0,5991770,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000626,aor:AO090003000626,Q2UKY1,5991769,,"DNA, SC003",
AO090003000625,aor:AO090003000625,Q2UKY2,5991768,,"DNA, SC003",
AO090003000619,aor:AO090003000619,Q2UKY4,5991766,,"DNA, SC003",
AO090003000616,aor:AO090003000616,Q2UKY7,5991763,,"DNA, SC003",
AO090003000612,aor:AO090003000612,Q2UKZ1,5991759,,"DNA, SC003",
AO090003000610,aor:AO090003000610,Q2UKZ3,5991757,,"DNA, SC003",
AO090003000609,aor:AO090003000609,Q2UKZ4,5991756,,"DNA, SC003",
AO090003000608,aor:AO090003000608,Q2UKZ5,5991755,,"DNA, SC003",
AO090003000607,aor:AO090003000607,Q2UKZ6,5991754,,"DNA, SC003",
AO090003000605,aor:AO090003000605,Q2UKZ8,5991752,,"DNA, SC003",
AO090003000604,aor:AO090003000604,Q2UKZ9,5991751,,"DNA, SC003",
AO090003000603,aor:AO090003000603,Q2UL00,5991750,,"DNA, SC003",
AO090003000601,aor:AO090003000601,Q2UL02,5991748,,"DNA, SC003",
AO090003000600,aor:AO090003000600,Q2UL03,5991747,,"DNA, SC003",
AO090003000596,aor:AO090003000596,Q2UL05,5991745,,"DNA, SC003",
AO090003000594,aor:AO090003000594,Q2UL07,,,"DNA, SC003",
AO090003000593,aor:AO090003000593,Q2UL08,5991742,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000592,aor:AO090003000592,Q2UL09,5991741,,"DNA, SC003",
AO090003000591,aor:AO090003000591,Q2UL10,5991740,,"DNA, SC003",
AO090003000590,aor:AO090003000590,Q2UL11,10098984,,"DNA, SC003",
AO090003000588,aor:AO090003000588,Q2UL13,5991737,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003000587,aor:AO090003000587,Q2UL14,5991736,,"DNA, SC003",
AO090003000585,aor:AO090003000585,Q2UL16,35119530,,"DNA, SC003",
AO090003000581,aor:AO090003000581,Q2UL19,5991731,,"DNA, SC003",
AO090003000580,aor:AO090003000580,Q2UL20,5991730,,"DNA, SC003",
AO090003000579,aor:AO090003000579,Q2UL21,5991729,,"DNA, SC003",
AO090003000578,aor:AO090003000578,Q2UL22,5991728,,"DNA, SC003",
AO090003000577,aor:AO090003000577,Q2UL23,5991727,,"DNA, SC003",
AO090003000576,aor:AO090003000576,Q2UL24,5991726,,"DNA, SC003",
AO090003000575,aor:AO090003000575,Q2UL25,5991725,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000573,aor:AO090003000573,Q2UL27,5991723,,"DNA, SC003",
AO090003000570,aor:AO090003000570,Q2UL30,5991720,,"DNA, SC003",
AO090003000567,aor:AO090003000567,Q2UL33,5991717,,"DNA, SC003",
AO090003000564,aor:AO090003000564,Q2UL35,5991715,,"DNA, SC003","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}."
AO090003000563,aor:AO090003000563,Q2UL36,5991710,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000562,aor:AO090003000562,Q2UL37,5991713,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003000561,aor:AO090003000561,Q2UL38,5991712,,"DNA, SC003",
AO090003000560,aor:AO090003000560,Q2UL39,5991711,,"DNA, SC003",
AO090003000558,aor:AO090003000558,Q2UL41,5991709,,"DNA, SC003",SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004477}.
AO090003000557,aor:AO090003000557,Q2UL42,5991708,,"DNA, SC003",
AO090003000556,aor:AO090003000556,Q2UL43,5991707,,"DNA, SC003",
AO090003000553,aor:AO090003000553,Q2UL46,5991704,,"DNA, SC003",
AO090003000552,aor:AO090003000552,Q2UL47,5991703,,"DNA, SC003",
AO090003000551,aor:AO090003000551,Q2UL48,5991702,,"DNA, SC003",
AO090003000550,aor:AO090003000550,Q2UL49,5991701,,"DNA, SC003",
AO090003000548,aor:AO090003000548,Q2UL50,5991700,,"DNA, SC003",
AO090003000547,aor:AO090003000547,Q2UL51,5991699,,"DNA, SC003",
AO090003000544,aor:AO090003000544,Q2UL54,5991696,,"DNA, SC003",
AO090003000542,aor:AO090003000542,Q2UL56,5991694,,"DNA, SC003",
AO090003000540,aor:AO090003000540,Q2UL58,5991692,,"DNA, SC003",
AO090003000538,aor:AO090003000538,Q2UL60,5991690,,"DNA, SC003",
AO090003000537,aor:AO090003000537,Q2UL61,5991689,,"DNA, SC003",
AO090003000536,aor:AO090003000536,Q2UL62,5991688,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00089}.
AO090003000535,aor:AO090003000535,Q2UL63,5991687,,"DNA, SC003",
AO090003000532,aor:AO090003000532,Q2UL65,5991685,,"DNA, SC003",
AO090003000530,aor:AO090003000530,Q2UL66,5991684,,"DNA, SC003",
AO090003000529,aor:AO090003000529,Q2UL67,5991683,,"DNA, SC003",SUBCELLULAR LOCATION: Endomembrane system {ECO:0000256|ARBA:ARBA00004127}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004127}.
AO090003000528,aor:AO090003000528,Q2UL68,5991682,,"DNA, SC003",
AO090003000527,aor:AO090003000527,Q2UL69,5991681,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000526,aor:AO090003000526,Q2UL70,5991680,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000525,aor:AO090003000525,Q2UL71,5991679,,"DNA, SC003",
AO090003000524,aor:AO090003000524,Q2UL72,5992583,,"DNA, SC003",SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.
AO090003000523,aor:AO090003000523,Q2UL73,5991678,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000522,aor:AO090003000522,Q2UL74,5991676,,"DNA, SC003",
AO090003000521,aor:AO090003000521,Q2UL75,5991675,,"DNA, SC003",
AO090003000520,aor:AO090003000520,Q2UL76,5991674,,"DNA, SC003",
AO090003000519,aor:AO090003000519,Q2UL77,10098793,,"DNA, SC003",
AO090003000518,aor:AO090003000518,Q2UL78,5991672,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000517,aor:AO090003000517,Q2UL79,5991671,,"DNA, SC003",
AO090003000515,aor:AO090003000515,Q2UL80,5991670,,"DNA, SC003",
AO090003000512,aor:AO090003000512,Q2UL83,5991667,,"DNA, SC003",
AO090003000511,aor:AO090003000511,Q2UL84,5991666,,"DNA, SC003",
AO090003000510,aor:AO090003000510,Q2UL85,5991665,,"DNA, SC003",
AO090003000507,aor:AO090003000507,Q2UL87,5991663,,"DNA, SC003",
AO090003000502,aor:AO090003000502,Q2UL90,5991660,,"DNA, SC003",
AO090003000501,aor:AO090003000501,Q2UL91,5991659,,Transcription initiation factor IIA large subunit,SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003000498,aor:AO090003000498,Q2UL93,5991657,,"DNA, SC003",
AO090003000496,aor:AO090003000496,Q2UL95,5991655,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000495,aor:AO090003000495,Q2UL96,5991654,,"DNA, SC003",
AO090003000494,aor:AO090003000494,Q2UL97,5991652,,"DNA, SC003",
AO090003000493,aor:AO090003000493,Q2UL98,35119528,,"DNA, SC003",
AO090003000492,aor:AO090003000492,Q2UL99,10099376,,"DNA, SC003",
AO090003000486,aor:AO090003000486,Q2ULA3,5991648,,"DNA, SC003",
AO090003000485,aor:AO090003000485,Q2ULA4,5991646,,"DNA, SC003",
AO090003000483,aor:AO090003000483,Q2ULA6,5991644,,"DNA, SC003",
